College_Name,State,Stream,UG_fee,PG_fee,Rating,Academic,Accommodation,Faculty,Infrastructure,Placement,Social_Life,Placement_Rate,Avg_Package,,,Courses_Offered
"SBET Institute of Management and Technology, Mohali ",Punjab,Medical,"30,000","32,000",--,--,--,--,--,--,--,,1100000,88,,
"Kolkata Medical College, Kolkata ",West bengal,Medical,"15,520","24,000",8.1,8.7,7.3,8,7.6,9,7.7,,1100000,93,,
Institute of Post Graduate Medical Education And ,West bengal,Medical,"15,000","20,050",8,8.7,7.4,7.9,8.3,8.5,7.2,,1300000,87,,
R. G. Kar Medical College and Hospital ,West bengal,Medical,"12,000","15,250",8.6,8.8,7.4,9,8.5,9.4,8.7,,900000,85,,
Indian Institute of Technology ,West bengal,Medical,"27,500",--,8.5,8.8,7.2,8.2,8.9,8.8,9,,800000,87,,
The West Bengal National University of Juridical ,West bengal,Medical,--,--,8.5,8.6,8.2,8.7,6.8,9.2,9.4,,1100000,91,,
"University of Calcutta, Kolkata ",West bengal,Medical,--,--,7.7,8.6,6.9,8.5,7.7,6.5,7.7,,700000,97,,
"NSHM Knowledge Campus, Kolkata ",West bengal,Medical,"1,56,000",--,7.8,8,6.8,8.1,8.2,7.7,8,,1400000,91,,
Nilratan Sircar Medical College & Hospital ,West bengal,Medical,"47,100",--,8.1,8.1,7.3,7.8,7.9,9.1,8.1,,700000,95,,
"Annex College, Kolkata ",West bengal,Medical,--,--,7.9,7.7,8.3,8.3,7.8,7.5,8,,800000,89,,
Institute of Management Study ,West bengal,Medical,"95,000",--,7.3,7.8,6.4,7.7,7.6,7.3,6.8,,400000,98,,
"George Group of Colleges, Kolkata ",West bengal,Medical,--,--,7.8,8.7,6.4,8.6,8,7.5,7.5,,400000,85,,
"Techno India University, Kolkata ",West bengal,Medical,--,--,8,8.2,7.4,8.2,8.1,7.8,8.4,,500000,95,,
"Brainware University, Kolkata ",West bengal,Medical,"3,39,600","1,84,800",7.9,8.3,7.6,7.9,8.2,7.8,7.3,,1100000,92,,
Vidyasagar College ,West bengal,Medical,"6,090",--,6.9,8.1,6.2,8.1,7.3,3.9,7.8,,1000000,94,,
"Rammohan College, Kolkata ",West bengal,Medical,"4,815",--,7.4,8,7.3,8.4,7,6.1,7.7,,1300000,92,,
Haldia Institute of Management ,West bengal,Medical,"1,16,000",--,8,8.1,7.7,8.5,7.6,7.6,8.2,,1200000,94,,
IAS Academy ,West bengal,Medical,"40,000",--,7.9,8.2,8,8,7.8,7.6,7.8,,800000,96,,
Syamaprasad Institute of Technology and Management ,West bengal,Medical,--,--,--,--,--,--,--,--,--,,500000,94,,
"Acharya Brojendra Nath Seal College, Cooch Behar ",West bengal,Medical,"2,745",--,7.5,8.8,6.9,8.2,7.7,5,8.1,,1000000,97,,
"Ananda Chandra College, Jalpaiguri ",West bengal,Medical,"3,800",--,8,8.9,7.3,8,8,7.6,8.4,,1100000,94,,
Ananda Mohan College ,West bengal,Medical,"6,660",--,6.5,7,6.2,8.1,5.8,4.2,7.8,,1000000,86,,
"Bajkul Milani Mahavidyalaya, Medinipur ",West bengal,Medical,"6,870",--,7.5,7.1,7,8.3,7.3,6.9,8.1,,1000000,94,,
Bankura Christian College ,West bengal,Medical,"4,145",--,7.8,8.5,7.4,8.4,8.3,6.3,8,,800000,87,,
"Basirhat College, North 24 Parganas ",West bengal,Medical,"2,320",--,6.9,7,6.5,7.7,7.5,5.2,7.6,,500000,88,,
"Berhampore Girls College, Murshidabad ",West bengal,Medical,"6,090",--,7.9,8.3,7.4,8.3,7.6,7.7,8.2,,900000,85,,
"Bhairab Ganguly College, Kolkata ",West bengal,Medical,"8,660",--,7.4,7.8,6.4,8.7,8.5,5.6,7.6,,700000,88,,
"Deshbandhu College for Girls, Kolkata ",West bengal,Medical,--,--,8.2,8.6,8.3,8.4,7.9,7.9,8,,1300000,89,,
"Dr. Kanailal Bhattacharyya College, Howrah ",West bengal,Medical,"12,922",--,7,6.5,6.8,8.1,6.2,6.8,7.6,,500000,87,,
"Garhbeta College, Medinipur ",West bengal,Medical,--,--,7,7.7,6.7,7.8,7.5,4.9,7.5,,1200000,98,,
"Hiralal Mazumdar Memorial College for Women, Kolkata ",West bengal,Medical,"7,495",--,--,--,--,--,--,--,--,,1000000,95,,
Siksha 'O' Anusandhan University ,Orissa,Medical,"85,000","17,90,000",8.3,8.6,7.6,8.3,8.7,8,8.5,,900000,99,,
Kalinga Institute of Industrial Technology ,Orissa,Medical,"10,000","2,25,000",8.6,8.4,8.1,8.2,9.2,8.6,9,,800000,94,,
Veer Surendra Sai Institute of Medical Sciences ,Orissa,Medical,"32,180","40,000",8.3,8.6,8,8.3,7.9,8.8,8.3,,600000,86,,
Maharaja Krishna Chandra Gajapati Medical College and ,Orissa,Medical,"30,000","40,000",7.9,8.1,7.3,7.7,7.9,8.3,7.9,,1300000,97,,
Bhava Institute of Medical Science and Research ,Orissa,Medical,--,--,--,--,--,--,--,--,--,,1300000,90,,
Sri Sri University ,Orissa,Medical,"1,800",--,7.1,7.3,6.7,7,7.3,6.3,8.2,,700000,92,,
Centurion University of Technology and Management ,Orissa,Medical,"80,000","40,000",7.4,7.7,6.8,7.8,7.8,6.6,7.8,,600000,91,,
Centurion University of Technology and Management ,Orissa,Medical,"1,00,000",--,8.1,8.3,7.6,8.5,8.4,7.4,8.5,,1400000,95,,
AIPH University ,Orissa,Medical,"1,10,000","1,60,000",8.3,8.5,7.5,8.5,8.5,8.5,8.5,,1100000,98,,
"DRIEMS Group of Institutions, Cuttack ",Orissa,Medical,"1,03,000","1,03,000",7.6,8,7.2,7.2,9.2,6.9,6.8,,600000,85,,
"Hi-tech Group of Institutions, Bhubaneswar ",Orissa,Medical,"5,58,500","5,00,000",8.1,9.5,7.5,8.3,8.5,6.7,8,,1000000,88,,
"Dr. Abhin Chandra Homoeopathic Medical College, Bhubaneswar ",Orissa,Medical,--,--,7.7,8,8.1,7.1,8,7.1,7.6,,1000000,87,,
Kalinga Institute of Medical Sciences ,Orissa,Medical,"16,75,000","18,75,000",8.2,8.4,7.4,8.9,8,8.4,8.3,,1000000,90,,
Swami Vivekanand National Institute of Rehabilitation Training ,Orissa,Medical,"26,370","26,370",8.3,8.6,7.2,8.6,8.6,8.5,8.1,,1000000,93,,
Sri Ram Chandra Bhanja Medical College and ,Orissa,Medical,"40,200","42,200",8.4,8.6,8.1,8.3,8.1,8.8,8.3,,500000,93,,
Lord Jagannath Mission's College and School of ,Orissa,Medical,--,--,--,--,--,--,--,--,--,,1300000,91,,
National Institute of Medical and Management Studies ,Orissa,Medical,--,--,--,--,--,--,--,--,--,,600000,99,,
All India Institute of Medical Sciences ,Orissa,Medical,"5,856",--,8.4,8.9,7.3,8.6,8.1,8.8,8.4,,1300000,96,,
Ravenshaw University ,Orissa,Medical,"50,000",--,7.8,8.1,7,8,8.5,6.9,8,,1200000,93,,
"Utkal University, Bhubaneswar ",Orissa,Medical,"9,500","25,000",7.5,7.9,7.1,7.8,7.4,6.6,7.9,,600000,92,,
Institute of Medical Sciences and SUM Hospital ,Orissa,Medical,"17,90,000","4,00,000",8.2,9,6,9.4,8.2,9.1,7.5,,500000,89,,
Asian Institute of Public health ,Orissa,Medical,"1,10,000","1,60,000",6.9,7.5,6.5,7,7,6.5,7,,1200000,93,,
"Berhampur University, HariHar Mardaraj Distance Education Centre ",Orissa,Medical,--,--,8.8,--,--,--,--,--,--,,1300000,98,,
Hi-Tech Medical College and Hospital ,Orissa,Medical,"11,00,000","7,15,000",7.9,8.5,6.9,8.6,7.3,7.9,8.4,,1200000,91,,
"Gopabandhu Ayurveda Mahavidyalaya, Puri ",Orissa,Medical,"19,650","19,650",--,--,--,--,--,--,--,,700000,89,,
"SLN Medical College and Hospital, Koraput ",Orissa,Medical,"30,000",--,7.2,7.7,6.7,7,7.3,7.7,6.7,,1200000,99,,
Odisha State Open University ,Orissa,Medical,"2,500",--,7.5,8.1,7.2,8.1,8,6.7,7.1,,600000,92,,
"Pandit Raghunath Murmu Medical College, Mayurbhanj ",Orissa,Medical,"20,000",--,6.7,6.7,6.7,7,6,7,7,,1000000,99,,
"Government Medical college and Hospital, Balasore ",Orissa,Medical,"30,000",--,8.6,8.6,8,8.3,9,9.3,8.3,,1000000,91,,
Shri Guru Ram Rai Institute of Medical ,Uttarakhand,Medical,"18,81,000","10,28,825",7.9,8,7.5,8.3,7.3,7.9,8.1,,1400000,93,,
Greenway Institute of Management Studies ,Uttarakhand,Medical,--,--,6.1,7,5.5,6.5,6.5,4,7,,1100000,94,,
University of Petroleum and Energy Studies ,Uttarakhand,Medical,"4,86,000",--,8.1,8.1,7.8,7.9,8.6,7.7,8.2,,1300000,85,,
Dolphin PG Institute of BioMedical & Natural ,Uttarakhand,Medical,"60,000","70,000",7.7,8.4,6.5,7.9,7.8,6.7,8.6,,700000,99,,
"Patanjali University, Haridwar ",Uttarakhand,Medical,"50,000","20,000",8.2,8.4,8.3,8.4,8.4,7.8,8.1,,600000,97,,
"MotherHood University, Roorkee ",Uttarakhand,Medical,"1,05,000",--,8,8.3,7.9,7.6,8,8,8.3,,600000,93,,
Swami Rama Himalayan University ,Uttarakhand,Medical,"1,26,500","67,500",7,7.1,6.6,6.9,7.4,7.1,6.7,,800000,99,,
Shri Guru Ram Rai University ,Uttarakhand,Medical,"1,15,589","83,649",7.6,7.8,7.1,7.9,7.9,7.3,7.7,,1400000,91,,
Himgiri Zee University ,Uttarakhand,Medical,"1,00,000",--,7.9,8.5,5.5,9,8,7.7,8.8,,400000,85,,
Dev Bhoomi Group of Institutions ,Uttarakhand,Medical,"2,97,000",--,7.8,8.1,7.1,7.8,8,8,7.8,,1300000,85,,
Roorkee Institute of Technology ,Uttarakhand,Medical,--,--,8.5,8.5,8.5,8.6,8.7,8.4,8.5,,600000,89,,
Sardar Bhagwan Singh University ,Uttarakhand,Medical,"1,17,500","1,26,500",8.7,8.7,8.3,9.3,9,8.3,8.7,,900000,92,,
Institute of Clinical Research ,Uttarakhand,Medical,--,--,--,--,--,--,--,--,--,,600000,93,,
"Sai group of institutions, Dehradun ",Uttarakhand,Medical,"87,600","97,600",8.8,9,8,9.3,9,9,8.7,,800000,96,,
"PAL College of Technology and Management, Haldwani ",Uttarakhand,Medical,--,--,8.2,8.3,8.3,8.2,8.3,7.7,8.3,,1200000,90,,
"Beehive College of Advanced Studies, Dehradun ",Uttarakhand,Medical,"46,000",--,--,--,--,--,--,--,--,,500000,96,,
"Sai Business and Media School, Dehradun ",Uttarakhand,Medical,"1,22,600",--,--,--,--,--,--,--,--,,1400000,97,,
Swami Vivekanand Institute of Management ,Uttarakhand,Medical,--,--,9.2,8,--,--,--,--,--,,500000,94,,
"DBS PG College, Dehradun ",Uttarakhand,Medical,--,--,6.9,7.8,6,8.8,5.8,4.4,8.4,,900000,96,,
"Government Degree College, Dehradun ",Uttarakhand,Medical,--,--,8.6,--,--,--,--,--,--,,900000,92,,
"Government Girl's Degree College, Nainital ",Uttarakhand,Medical,--,--,--,--,--,--,--,--,--,,1400000,99,,
"PNG Government PG College, Nainital ",Uttarakhand,Medical,--,--,7.8,8.8,7,9,8,5.4,8.6,,1400000,90,,
"Chandola Homoeopathic Medical College and Hospital, Udham ",Uttarakhand,Medical,"1,10,000","1,10,000",8.5,8.7,8,8.7,8.3,7.7,9.7,,1100000,95,,
Sardar Bhagwan Singh Post Graduate Institute of ,Uttarakhand,Medical,"1,17,500","1,26,500",8.2,8.3,7.6,8.8,7.9,8,8.6,,1400000,90,,
Himalayan College of Nursing ,Uttarakhand,Medical,"84,750",--,8,8,--,--,8,8,--,,500000,88,,
Uttaranchal College of Technology and BioMedical Sciences ,Uttarakhand,Medical,"75,000","75,000",6.2,6.8,4.8,7.8,6,5.4,6.6,,1200000,95,,
Jaspal Rana Institute of Education and Technology ,Uttarakhand,Medical,"24,000",--,--,--,--,--,--,--,--,,500000,89,,
All India Institute of Medical Sciences ,Uttarakhand,Medical,"32,400","22,300",9.1,9.2,8.6,9.3,9.2,9.2,8.8,,400000,98,,
Dev Sanskriti Vishwavidyalaya ,Uttarakhand,Medical,"30,000","60,000",9.2,9.6,9,9.3,9.1,9.1,9.3,,1300000,86,,
JSS College of Pharmacy ,Tamil nadu,Pharmacy,"2,53,250","1,44,500",8.5,8.9,7.6,9,8.7,8.1,8.8,,500000,87,,
Annamalai University ,Tamil nadu,Pharmacy,"16,380","1,03,260",7.4,8.1,6.7,8,7.9,6.5,7.2,,1000000,87,,
"SRM College of Pharmacy, Kanchipuram ",Tamil nadu,Pharmacy,"1,75,000","1,50,000",7.8,8,7.3,7.5,8,8,8,,1100000,98,,
Sri Ramachandra Institute of Higher Education and ,Tamil nadu,Pharmacy,"1,50,000","1,00,000",8.5,8.5,7.8,8.7,9.1,7.9,8.7,,800000,96,,
PSG College of Pharmacy ,Tamil nadu,Pharmacy,"1,35,000","1,97,000",8.8,8.4,9.3,8.8,9,8.1,9.1,,900000,95,,
Madras Medical College ,Tamil nadu,Pharmacy,"6,46,400","4,70,000",7,7.2,6,7.7,7.2,6.8,7,,400000,89,,
"Vels Institute of Science, Technology & Advanced ",Tamil nadu,Pharmacy,"78,800","3,53,800",8.1,8.4,7.5,8.4,8.1,7.8,8.3,,900000,98,,
"Sri Ramakrishna Institute of Paramedical Science, College ",Tamil nadu,Pharmacy,"43,000","75,000",8.1,9,9,8,8,7.5,7,,1100000,89,,
Christian Medical College ,Tamil nadu,Pharmacy,"1,66,900",--,9,9.3,8.4,9.3,9.3,9.2,8.7,,600000,90,,
SRM Institute of Technology ,Tamil nadu,Pharmacy,"1,10,000","1,85,000",8,8,7.1,7.6,8.7,8.2,8.6,,1400000,89,,
"Mohamed Sathak A.J. College of Pharmacy, Chennai ",Tamil nadu,Pharmacy,--,--,--,--,--,--,--,--,--,,400000,96,,
"Sathyabama Institute of Science and Technology, Chennai ",Tamil nadu,Pharmacy,"1,50,000","75,000",7.8,7.9,8.4,7.6,7.7,8,7.2,,1400000,90,,
"Sri Ramachandra Medical College, Chennai ",Tamil nadu,Pharmacy,"1,50,000","1,25,000",8.5,8.5,8.5,8.6,8.8,8.2,8.2,,700000,92,,
"Kalasalingam Academy of Research and Education, Krishnankovil ",Tamil nadu,Pharmacy,"30,000",--,7.7,8,7.4,7.9,8.3,7,7.6,,400000,99,,
The Erode College of Pharmacy & Research ,Tamil nadu,Pharmacy,"43,000","55,000",8.1,8.7,7.7,8.5,8.3,7.8,7.7,,1100000,86,,
Karpagam Academy of Higher Education ,Tamil nadu,Pharmacy,"1,45,500","2,05,500",7.4,7.8,6.8,7.5,7.5,7.1,7.5,,800000,88,,
Ponnaiyah Ramajayam Institute of Science and Technology ,Tamil nadu,Pharmacy,--,--,6.5,6.8,6.4,6.9,7,5.4,6.3,,400000,97,,
B.S. Abdur Rahman Crescent Institute of Science ,Tamil nadu,Pharmacy,"2,10,000",--,8.2,8.4,7.8,8.3,8.7,7.7,8.2,,1100000,90,,
"CL Baid Metha College of Pharmacy, Chennai ",Tamil nadu,Pharmacy,--,--,7.7,8.4,6.3,8.6,7.9,7.4,7.4,,1200000,96,,
"RVS College of Pharmaceutical Science, Coimbatore ",Tamil nadu,Pharmacy,"49,500","68,000",9,9,--,--,--,--,--,,1300000,89,,
"Dr. M.G.R. Educational and Research Institute, Chennai ",Tamil nadu,Pharmacy,"90,000","2,00,000",7.4,7.6,7.4,7.1,7.8,6.8,7.5,,500000,85,,
"Jaya College of Paramedical Sciences, College of ",Tamil nadu,Pharmacy,--,--,5,6.5,1,6,5.5,5,6,,1200000,93,,
"Alagappa University, Karaikudi ",Tamil nadu,Pharmacy,"10,500",--,8.5,8.9,7.9,8.9,8.4,8.2,8.4,,1100000,87,,
"Annai Veilankanni Pharmacy College, Saidapet ",Tamil nadu,Pharmacy,"28,000",--,8.2,--,--,--,--,--,--,,1000000,86,,
Bharath University ,Tamil nadu,Pharmacy,"40,000","1,20,000",7.6,7.9,7.1,8.1,7.6,7.8,7,,600000,93,,
Vinayaka Missions University ,Tamil nadu,Pharmacy,"50,500","51,000",8,8.2,7.2,8.7,7.6,7.8,8.4,,500000,91,,
"University VOC College of Engineering, Anna University ",Tamil nadu,Pharmacy,--,--,4,4,2,7,4,3,4,,1000000,89,,
"Jaya Group of Institutions, Chennai ",Tamil nadu,Pharmacy,--,--,--,--,--,--,--,--,--,,800000,96,,
"Excel Group of Institutions, Namakkal ",Tamil nadu,Pharmacy,--,--,6.5,6.5,6.3,6.5,7.3,5.3,7.3,,900000,90,,
"Aadhi Bhagawan College of Pharmacy, Tiruvannamalai ",Tamil nadu,Pharmacy,--,--,8.4,--,--,--,--,--,--,,700000,96,,
Institute of Chemical Technology ,Maharashtra,Pharmacy,"70,750","64,500",8.7,9.1,8.1,8.9,8.7,8.4,9.1,,500000,95,,
"Poona College of Pharmacy, Pune ",Maharashtra,Pharmacy,"1,25,000","50,000",8.1,9,7.5,8.1,8.5,7.5,8.2,,1200000,88,,
Bombay College of Pharmacy ,Maharashtra,Pharmacy,"2,16,568","41,633",8.7,9,8.4,8.9,9.2,8.2,8.5,,600000,85,,
Rashtrasant Tukadoji Maharaj Nagpur University ,Maharashtra,Pharmacy,"17,696","16,335",7.5,8,7.2,7.7,7.9,6.9,7.4,,1000000,88,,
"Dr. Bhanuben Nanavati College of Pharmacy, Mumbai ",Maharashtra,Pharmacy,"1,98,000","1,50,000",8.3,8.4,7.8,8.3,9.4,7.1,8.7,,1100000,93,,
"Y. B. Chavan College of Pharmacy, Aurangabad ",Maharashtra,Pharmacy,"1,30,000","1,60,000",7.9,8.8,7.2,8.3,8,7,7.8,,500000,85,,
RC Patel Institute of Pharmacutical Education and ,Maharashtra,Pharmacy,"1,00,000","1,52,500",8.5,8.5,8.3,9.2,8.9,7.5,8.3,,900000,94,,
Dr. D.Y. Patil Institute of Pharmaceutical Sciences ,Maharashtra,Pharmacy,"1,30,000","1,30,000",8.4,9,7.2,8.7,9.2,8.1,8.4,,1400000,87,,
Bharati Vidyapeeth? College of Pharmacy ,Maharashtra,Pharmacy,"1,55,000","2,00,000",7.7,9,7.7,8.5,7.8,6,7,,1100000,99,,
Bharati Vidyapeeth College of Pharmacy ,Maharashtra,Pharmacy,"1,48,292","1,63,292",8.3,8,7.7,9,9.3,7.8,7.7,,1000000,99,,
"Smt Kishoritai Bhoyar College of Pharmacy, Nagpur ",Maharashtra,Pharmacy,"1,24,000","1,55,000",8.3,--,--,9,--,8,8,,1400000,89,,
Principal K.M. Kundnani College of Pharmacy ,Maharashtra,Pharmacy,"18,210","36,000",7.6,8.5,6,9,6.8,8,7.4,,600000,91,,
Maeer's Maharashtra Institute of Pharmacy ,Maharashtra,Pharmacy,"2,61,758","1,95,000",8.8,8,8,8.5,9.5,9,9.5,,400000,93,,
VES College of Pharmacy ,Maharashtra,Pharmacy,"1,81,208","1,82,731",9.1,9.4,8.6,9.4,9,8.8,9.5,,900000,90,,
"Dr DY Patil College of Pharmacy Akurdi, ",Maharashtra,Pharmacy,"1,43,053","1,33,983",7.1,7,5,6.5,9,7,8,,1100000,87,,
"MVP Samaj's College of Pharmacy, Nashik ",Maharashtra,Pharmacy,"90,000","80,500",7.7,8.7,6.7,9,7,7.7,7.3,,900000,97,,
"Modern College of Pharmacy Nigdi, Pune ",Maharashtra,Pharmacy,"1,15,000","1,15,000",7.7,8.4,7.2,8.3,8.2,6.8,7.5,,800000,91,,
"Ramnarain Ruia Autonomous College, Mumbai ",Maharashtra,Pharmacy,--,--,7.9,8.4,7,8,8.4,6.6,8.9,,1400000,99,,
Savitribai Phule Pune University ,Maharashtra,Pharmacy,"43,500",--,7.6,8.1,7.1,7.9,7.9,6.8,7.5,,1100000,98,,
"DY Patil University, Navi Mumbai ",Maharashtra,Pharmacy,"3,00,000","2,50,000",7.5,7.3,7.1,7.7,7.5,7.4,7.8,,500000,88,,
Narsee Monjee Institute of Management Studies ,Maharashtra,Pharmacy,"1,21,500","3,52,000",8.1,8.4,7.6,8.5,8.1,7.9,8.2,,400000,87,,
Seth GS Medical College ,Maharashtra,Pharmacy,"12,550",--,8,8.8,6.7,7.6,8,8.2,8.4,,400000,98,,
Mumbai University ,Maharashtra,Pharmacy,--,--,7.2,7.6,6.5,7.9,7.4,6.6,7,,700000,91,,
Mahatma Gandhi Institute of Medical Sciences ,Maharashtra,Pharmacy,"92,900",--,8.1,8.7,7.9,7.9,7.7,8.6,7.5,,900000,95,,
"Pravara Rural College of Pharmacy (Diploma), Ahmed ",Maharashtra,Pharmacy,"1,20,000","1,18,000",8.5,8.7,8.3,8.7,8.3,8,8.7,,1200000,95,,
Rajgad Dnyanpeeth's College of Pharmacy ,Maharashtra,Pharmacy,"74,000","67,000",7.8,8,9.5,6.7,8,6.7,7.7,,400000,91,,
Dr. Vithalrao Vikhe Patil Foundation's Medical College ,Maharashtra,Pharmacy,--,--,8.3,8.5,7.4,8.6,9.4,8.3,7.4,,400000,88,,
Bharati Vidyapeeth Deemed University ,Maharashtra,Pharmacy,"1,25,000","1,42,000",7.8,8.1,6.8,7.9,8.1,7.7,8.2,,800000,96,,
"P Wadhwani College of Pharmacy, Yavatmal ",Maharashtra,Pharmacy,"95,000","1,20,000",8.4,--,--,--,--,--,--,,1300000,91,,
"Amity University, Noida ",Uttar pradesh,Pharmacy,"1,20,000","1,20,000",8.2,8,7.9,8.1,8.9,7.6,8.7,,800000,95,,
"Integral University, Lucknow ",Uttar pradesh,Pharmacy,"1,40,000","1,30,000",7.4,7.6,7.3,7.4,8,6.5,7.4,,800000,98,,
Sam Higginbottom University of Agriculture Technology and ,Uttar pradesh,Pharmacy,"80,000","1,42,000",7.2,7.6,6.6,7.5,7.5,6,7.9,,1300000,86,,
Banaras Hindu University ,Uttar pradesh,Pharmacy,"8,368","13,410",8.3,8.7,8.1,8.4,8.8,7.2,8.6,,900000,85,,
Indian Institute of Technology ,Uttar pradesh,Pharmacy,"36,815","37,315",8.5,8.5,8.2,8.1,7.6,9.1,9.2,,1100000,96,,
Aligarh Muslim University ,Uttar pradesh,Pharmacy,--,--,8.3,8.8,7.9,8.5,8.8,7.2,8.6,,600000,99,,
"Amity University, Lucknow ",Uttar pradesh,Pharmacy,"1,50,000","1,82,000",8.1,8,7.6,8.1,8.8,7.1,8.8,,1200000,86,,
"INMANTEC Institutions, Ghaziabad ",Uttar pradesh,Pharmacy,"90,000",--,8.6,9.1,7.9,9.2,8.6,8.2,8.7,,400000,88,,
Teerthanker Mahaveer University ,Uttar pradesh,Pharmacy,"1,73,700","2,11,500",8.1,8.3,7.6,8.2,8.7,7.3,8.3,,700000,92,,
Nirmala Group of Institutions ,Uttar pradesh,Pharmacy,"1,05,000",--,--,--,--,--,--,--,--,,1200000,87,,
Sunder Deep Pharmacy College ,Uttar pradesh,Pharmacy,"1,15,000","1,05,950",9.2,9.1,8.8,9.9,9.2,8.7,9.3,,1100000,99,,
"SR College of Pharmacy, Jhansi ",Uttar pradesh,Pharmacy,"66,000","54,000",--,--,--,--,--,--,--,,1300000,94,,
Institute of Technology and Science ,Uttar pradesh,Pharmacy,--,--,8.2,8.6,7.5,8.3,8.6,7.9,8.1,,1200000,99,,
Spectrum Institute of Pharmaceutical Sciences & Research ,Uttar pradesh,Pharmacy,"80,000","1,17,200",--,--,--,--,--,--,--,,400000,90,,
"SD College of Pharmacy and Vocational studies, ",Uttar pradesh,Pharmacy,--,--,--,--,--,--,--,--,--,,1200000,90,,
"Teerthanker Mahaveer University, College of Architecture ",Uttar pradesh,Pharmacy,--,--,--,--,--,--,--,--,--,,600000,97,,
Dr MC Saxena College of Pharmacy ,Uttar pradesh,Pharmacy,"1,02,250","93,250",--,--,--,--,--,--,--,,1400000,93,,
BBS Institute of Pharmaceutical and Allied Sciences ,Uttar pradesh,Pharmacy,--,--,4.7,7,4,7,6,2,2,,1300000,93,,
Dayanand Dinanath College ,Uttar pradesh,Pharmacy,"93,803","92,603",6.9,6,5.5,8.5,7.5,6.5,7.5,,1200000,88,,
Chhatrapati Shahu Ji Maharaj University ,Uttar pradesh,Pharmacy,"86,163","71,163",7.1,7.2,6.6,7.5,8,5.8,7.7,,400000,93,,
J.S. University ,Uttar pradesh,Pharmacy,"80,000",--,8.5,8.5,7.8,8.7,9,8.2,8.6,,400000,99,,
"Advance Institute of Biotech and Paramedical Sciences, ",Uttar pradesh,Pharmacy,"63,300","68,750",7,7.7,4.3,8.5,6.7,7.5,7,,1200000,99,,
"Monad University, Hapur ",Uttar pradesh,Pharmacy,"71,000",--,8,7.6,7.4,8.5,8,8.2,8.1,,1400000,97,,
Sharda University ,Uttar pradesh,Pharmacy,"1,10,000","75,000",7.9,7.7,7.6,7.9,8.6,6.9,8.6,,900000,90,,
Galgotias University ,Uttar pradesh,Pharmacy,"1,10,000","85,000",7.6,7.9,6.9,7.9,7.5,7.7,7.8,,700000,86,,
"Rama University, Kanpur ",Uttar pradesh,Pharmacy,"1,10,000","1,00,000",6.7,6.6,6.1,7.3,6.5,6.6,7.1,,1000000,94,,
"GLA University, Mathura ",Uttar pradesh,Pharmacy,"77,000","1,78,000",8.2,8.2,7.9,8.3,8.3,8.2,8.1,,800000,98,,
Sanskriti University ,Uttar pradesh,Pharmacy,"1,25,000","1,10,000",7,7.2,6.7,7,7.5,6.9,6.8,,1300000,95,,
"IFTM University, Moradabad ",Uttar pradesh,Pharmacy,"1,40,000","75,000",7.8,7.9,7.5,8.1,8,6.8,8.3,,1000000,90,,
"Jamia Hamdard University, New Delhi ",Delhi ncr,Pharmacy,"80,000","2,10,000",7.5,8.1,7.3,7.8,8.1,6.5,7.4,,1100000,86,,
"Amity University, Noida ",Delhi ncr,Pharmacy,"1,20,000","1,20,000",8.2,8,7.9,8.1,8.9,7.6,8.7,,1100000,92,,
Delhi Institute of Pharmaceutical Sciences and Research ,Delhi ncr,Pharmacy,"50,885","37,885",8,8.5,7.2,8.2,8,7.7,8.1,,400000,88,,
Maharshi Dayanand University ,Delhi ncr,Pharmacy,"33,100","25,600",7.8,8,7.7,8,8.4,6.6,8,,1100000,89,,
All India Institute of Medical Sciences ,Delhi ncr,Pharmacy,"2,045",--,8.7,9,8,9.1,9,8.2,8.8,,900000,92,,
"Jamia Millia Islamia University-[JMI], New Delhi ",Delhi ncr,Pharmacy,"50,100",--,8,8.4,7.6,8.3,8.4,7.2,8.2,,700000,98,,
Guru Gobind Singh Indraprastha University ,Delhi ncr,Pharmacy,--,--,7.8,8.1,7.5,8,8.1,6.9,8.1,,1100000,95,,
Delhi University ,Delhi ncr,Pharmacy,--,--,7.9,8.4,7.4,8.4,7.9,7.2,8.3,,600000,92,,
Pt Bhagwat Dayal Sharma Post Graduate Institute ,Delhi ncr,Pharmacy,"30,730","10,730",7.5,8.4,7.5,8.1,7.5,7.6,6.1,,700000,96,,
Hamdard Institute of Medical Sciences and Research ,Delhi ncr,Pharmacy,"1,72,000",--,8.6,8.6,8.1,8.8,8.7,8.6,8.8,,900000,98,,
Apeejay Stya University ,Delhi ncr,Pharmacy,"1,57,200","2,90,200",7.9,8.2,7.5,7.9,7.5,7.7,8.3,,1400000,96,,
"INMANTEC Institutions, Ghaziabad ",Delhi ncr,Pharmacy,"90,000",--,8.6,9.1,7.9,9.2,8.6,8.2,8.7,,1000000,90,,
Shri Baba Mastnath Institute of Pharmaceutical Sciences ,Delhi ncr,Pharmacy,"79,000","80,000",8.4,8.5,8,8,9,8.5,8.5,,700000,88,,
Sunder Deep Pharmacy College ,Delhi ncr,Pharmacy,"1,15,000","1,05,950",9.2,9.1,8.8,9.9,9.2,8.7,9.3,,700000,99,,
Institute of Technology and Science ,Delhi ncr,Pharmacy,--,--,8.2,8.6,7.5,8.3,8.6,7.9,8.1,,1000000,85,,
